upc,title,category,price_net,price_gross,tax,rating,number_of_reviews,availability
,mJurassicPak (kurssic Pzark #1),,£44.97,£50.37,£5.4,1,5,3.0
,,,£42.38,£44.92,£2.54,1,29,
,,,,£22.52,£2.41,3,21,3.0
a7c3f1010d64799a,Into the Wild,,£56.70,£57.83,£1.13,5,20,3.0
6c4646d90b60a56c,Inferno (Robert Langdon #4),Fiction,,£44.28,£3.28,5,9,3.0
d8292cd5f1aca291,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,£28.85,£30.0,£1.15,3,32,3.0
,uf I un (If oI Run #1),,£49.97,£51.97,£2.0,4,19,3.0
,I've Got Your Number,Womens Fiction,£19.69,£20.87,£1.18,1,22,3.0
8010c7c148057fd3,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,£28.88,£29.17,£0.29,2,38,3.0
,,Food and Drink,£33.14,£34.13,£0.99,3,47,
1812b8f5641287e3,,,£43.70,£46.32,£2.62,2,40,3.0
557c03c284be1bf2,House of Leaves,Horror,,£59.83,£4.94,1,21,3.0
cc1ac978a6835ef6,Horrible Bear!,,,£37.9,£0.38,2,4,3.0
,Holidyason Ice,,,£53.11,£2.04,2,9,
,Heir gt the Sky,,,£49.8,£5.73,4,29,3.0
621e2c310cec8d32,Green Eggs and Ham (Beginner Books B-16),,£10.79,£11.98,£1.19,4,38,
4f6985aca357ae09,"Grayson, Vol 3: Nemesis (Grayson #3)",Sequential Art,£42.72,£47.85,£5.13,1,40,3.0
c300cc9326592b65,Gratitude,Nonfiction,£26.66,£29.59,£2.93,5,38,3.0
d5c588b6f9c015e4,Gone Girl,,£37.60,£41.74,£4.14,5,5,3.0
984b3b6e7479b571,Golden (Heart of Dread #3),Young Adult,£42.21,£46.43,£4.22,4,10,3.0
41fc5dce044f16f5,,Historical Fiction,£46.83,£49.17,£2.34,2,2,3.0
d5f5a122a593b580,"Fruits Basket, Vol. 3 (Fruits Basket #3)",,£45.17,£51.49,£6.32,2,11,3.0
a9aa3ed5b316470b,"Friday Night Lights: A Town, a Team, and a Dream",,,£51.73,£0.51,3,7,3.0
,Fire Bojnd (eSa Hwaven/dSisters of theHeart #5),,£21.28,£21.92,£0.64,4,1,3.0
ed813a848580ba50,Fifty Shades Freed (Fifty Shades #3),Adult Fiction,£15.36,£15.36,£0.0,5,15,3.0
147019cae600694e,Fellside,,£38.62,£42.1,£3.48,1,10,3.0
,Extreme Peey (Lucas Davenpkort #26,,£25.40,£28.19,£2.79,3,33,3.0
,rragon (The Imnheriacne Cycke #1),,£43.87,£44.31,£0.44,3,6,3.0
73f71f9556442117,Eclipse (Twilight #3),,£18.74,£20.24,£1.5,1,39,3.0
36d5884d44484277,Dune (Dune #1),,£54.86,£60.35,£5.49,1,0,3.0
,Dfracula,,£52.62,£52.62,£0.0,3,35,3.0
98330e431e56a9ea,Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,£51.48,£55.08,£3.6,1,43,3.0
81372abc86f65c79,,Nonfiction,£15.28,£16.96,£1.68,5,32,3.0
04d858cdeeee0da4,Dead Wake: The Last Crossing of the Lusitania,Default,£39.24,£39.63,£0.39,5,38,3.0
d234ddecef49ef4e,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Default,,£18.88,£1.07,1,42,3.0
468bd274ac084bb9,Darkfever (Fever #1),,£56.02,£61.06,£5.04,1,14,3.0
,Datrk Placs,,£23.90,£26.77,£2.87,5,43,
,Crazy Rich Asians (Crazy Rich Asians #1),Fiction,,£55.52,£6.39,5,32,3.0
,,,£10.62,£12.11,£1.49,1,19,
dbe33cf29ef1623d,Cosmos,,£36.17,£40.51,£4.34,2,8,
,Civkilziaton and Its sicongents,,£59.95,£61.75,£1.8,2,29,3.0
7e9579921e5407cb,,Young Adult,£26.09,£27.13,£1.04,1,26,3.0
ef49db2aaa9bb547,,Parenting,,£40.71,£3.36,2,42,3.0
b461cf238506c5b8,Career of Evil (Cormoran Strike #3),Mystery,£24.72,£28.43,£3.71,2,27,3.0
bbfc4a3b7b6c94a0,Breaking Dawn (Twilight #4),Default,,£35.28,£0.0,5,19,3.0
fd2337c1b73b686e,Brave Enough,Nonfiction,£51.32,£54.4,£3.08,5,24,3.0
,oBy Meets Boy,,£21.12,£21.96,£0.84,3,46,3.0
,"Born to Ruj: A Hiddre Trbi,e Superathlertses, an the ratdst Race fte World Has meer xeen",,£27.35,£29.54,£2.19,2,18,
0bbc48294707ba96,Blink: The Power of Thinking Without Thinking,Nonfiction,,£23.48,£1.74,5,40,3.0
860318b8e244f39c,,Nonfiction,£40.87,£45.37,£4.5,1,41,3.0
15f415d436888b2d,"Black Butler, Vol. 1 (Black Butler #1)",Sequential Art,£49.31,£54.24,£4.93,1,26,3.0
d3f9c4539c0caa64,Big Little Lies,Fiction,£22.11,£22.55,£0.44,1,40,
155e42df837ee5ff,Between Shades of Gray,Historical Fiction,£20.79,£22.66,£1.87,5,36,3.0
67dea6c75d6a1075,Best of My Love (Fool's Gold #20),,£27.41,£30.15,£2.74,2,6,3.0
3fb69f34e178d494,Beowulf,Classics,£38.35,£41.8,£3.45,2,23,3.0
5439bae708bca198,,,£21.55,£22.63,£1.08,5,37,3.0
1d89a2aa9f6ce50f,,Sequential Art,£38.02,£40.68,£2.66,2,26,3.0
5d22e2a46604b6e7,Ash,Fantasy,,£25.15,£3.09,4,41,
ef9c4f2465513956,,,£10.66,£11.51,£0.85,3,29,3.0
da0349a87c8caa2f,Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,£56.58,£62.8,£6.22,1,9,
,Annie on My Mind,,,£41.25,£4.42,5,49,3.0
cfe350b20d23b02b,And Then There Were None,Classics,£35.01,£38.16,£3.15,2,2,
bcee4f289ff6699c,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,,£34.75,£4.27,4,32,3.0
5dbd6ec4e154ad2f,A Visit from the Goon Squad,Default,£14.08,£15.07,£0.99,5,38,3.0
,,,,£32.47,£1.25,2,44,3.0
,s Hseartbrezaking Work o fSgagerig Genius,,£54.29,£55.92,£1.63,5,36,3.0
,8 Key sto kMfnal Heaklth Turoguh Exercise,,£31.04,£31.66,£0.62,1,17,3.0
165affa7adb5eded,#GIRLBOSS,Add a comment,£50.96,£53.0,£2.04,1,2,3.0
,"The Suffrgathtse( Littlde Black Clasics,# 96)",,£11.89,£13.44,£1.55,2,10,2.0
,Teh Sensseo f an Endnig,,£31.38,£32.95,£1.57,3,14,2.0
276dc716b1da8899,,Sequential Art,£54.81,£62.48,£7.67,1,29,2.0
f3c76b53b239f511,The Course of Love,Fiction,,£17.79,£1.01,3,32,
ce42e3de94226b2b,,Sports and Games,£24.42,£27.84,£3.42,1,43,2.0
9189fd009df41d0e,"Saga, Volume 2 (Saga (Collected Editions) #2)",Sequential Art,£11.75,£13.4,£1.64,3,34,
b0e479be03911916,"Run, Spot, Run: The Ethics of Keeping Pets",,£20.02,£22.22,£2.2,1,8,2.0
6fa3ea52c8e31e06,New Moon (Twilight #2),Young Adult,£12.86,£13.63,£0.77,4,38,2.0
637e5a45062aa548,,Music,£31.58,£33.47,£1.89,5,26,2.0
,Kinsdle Paperwhiet Uer's Guie,,£34.00,£35.02,£1.02,3,19,2.0
b6d3f4f4ee1f6069,H is for Hawk,Nonfiction,£57.42,£62.01,£4.59,5,13,2.0
97b8f130d32e9f4e,Girl Online On Tour (Girl Online #2),Young Adult,£53.47,£56.68,£3.21,1,3,2.0
,"Fduis Basket, Vol. 2 (rgdFuits qaske t#2)",,£11.64,£12.57,£0.93,5,7,2.0
,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,£52.88,£52.88,£0.0,4,20,2.0
09d26b5f819c6a36,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Sequential Art,£18.51,£18.7,£0.19,4,14,1.0
8ceb5c6aed2c5f8b,While You Were Mine,Historical Fiction,£41.32,£45.45,£4.13,5,32,
def389ddfda6991b,Where Lightning Strikes (Bleeding Stars #3),Romance,,£43.75,£3.98,3,26,1.0
c5f91eb481427dc5,,,£51.96,£56.64,£4.68,3,24,1.0
,ays of Seeing,,£39.51,£42.28,£2.77,5,18,1.0
e7e87087b1a44711,"Vampire Knight, Vol. 1 (Vampire Knight #1)",Paranormal,,£16.32,£0.92,1,45,1.0
dab5e75d1339706a,Vampire Girl (Vampire Girl #1),Fantasy,£53.82,£61.89,£8.07,2,40,1.0
e63c3f25338baf9a,Twenty Love Poems and a Song of Despair,Poetry,£30.95,£32.19,£1.24,4,47,
0268f149d014b389,,Nonfiction,,£58.98,£1.16,5,6,1.0
,Three Wihed (Rivfr of iTm:e Calirfni #1),,£44.18,£49.48,£5.3,2,28,1.0
,grThis One Momtn (Pushjing Limit s#1),,,£49.2,£0.49,1,46,1.0
,Thfe Zmobis Room,,£19.69,£20.08,£0.39,5,44,1.0
dac9d1e654fac737,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Sequential Art,£36.52,£40.17,£3.65,2,18,1.0
6514add13c82b115,The Tumor,Nonfiction,£41.56,£47.38,£5.82,5,31,1.0
32d035df92ab9080,The Story of Hong Gildong,,£43.19,£46.21,£3.02,4,34,1.0
b78deb463531d078,The Silent Wife,Fiction,£12.34,£13.7,£1.36,5,4,1.0
9e9932ae1a7d0943,The Silent Twin (Detective Jennifer Knight #3),Fantasy,£36.25,£39.51,£3.26,3,44,
,,,£29.45,£30.33,£0.88,1,8,1.0
,Te Secret eaker,,£34.56,£39.4,£4.84,3,11,
5faefdc861684eb1,,,,£54.12,£0.0,3,40,1.0
0ec9d2b018fb10d8,,Add a comment,£33.78,£38.51,£4.73,3,8,1.0
,The Odyssey,Add a comment,£29.64,£32.31,£2.67,3,16,1.0
,The No. 1 Ladie' sDtctive Agency (Nlo.1pL adies' Detecgive Agseny #1),,,£65.78,£8.08,4,7,
5c10b64db3e4f228,The Nicomachean Ethics,,£36.34,£38.52,£2.18,1,0,1.0
,fThe Naem of the Wibnd (Te Kinkgiller Chroivcl 1#),,£50.59,£50.59,£0.0,3,40,1.0
c40b70e0f6d80189,The Mirror & the Maze (The Wrath and the Dawn #1.5),,£29.38,£33.49,£4.11,1,44,1.0
1aeca7d078d57deb,The Little Prince,Classics,£45.42,£45.42,£0.0,2,23,
,The Lightof the iFreflirs,,£54.43,£56.61,£2.18,1,23,1.0
,The Last Girl (The Dominion Trilogy #1),Science Fiction,,£36.99,£0.73,2,28,1.0
86d8bd7afa5b51b3,The Iliad,Add a comment,£16.16,£16.64,£0.48,1,9,1.0
6e473eff459e809f,The Hook Up (Game On #1),New Adult,£36.29,£39.56,£3.27,5,49,1.0
fff8a057a40c4a60,The Haters,Young Adult,£27.89,£30.96,£3.07,5,41,
4280ac3eab57aa5d,The Girl You Lost,Mystery,£12.29,£13.64,£1.35,5,2,1.0
ee61197edb882599,The Girl In The Ice (DCI Erika Foster #1),Mystery,£15.85,£17.44,£1.59,3,15,1.0
09659d1639a1f978,The End of the Jesus Era (An Investigation #1),Nonfiction,£14.40,£14.54,£0.14,1,13,1.0
,The Edge of eano (nidget Jones #2),,£19.18,£22.06,£2.88,4,34,1.0
,The Complete Maus (Maus #1-2),Sequential Art,,£11.49,£0.85,3,7,1.0
18b4545a5ed15581,The Communist Manifesto,Add a comment,,£16.68,£1.92,3,45,
f3a0b8c835129558,The Bhagavad Gita,Religion,£57.49,£60.94,£3.45,3,26,1.0
dfb0849016bc122c,The Bette Davis Club,Fiction,£30.66,£33.42,£2.76,3,19,1.0
5bc1fbccfbf2355c,The Art of Not Breathing,Young Adult,£40.83,£43.69,£2.86,4,31,1.0
a7eef9d6795422c1,Taking Shots (Assassins #1),,,£20.96,£2.08,2,40,1.0
,Sarlark,,£25.83,£28.41,£2.58,3,5,1.0
2ac720f76384c57e,"Skip Beat!, Vol. 01 (Skip Beat! #1)",Sequential Art,£42.12,£42.96,£0.84,3,20,1.0
3a9a7c5895e82646,Sister Sable (The Mad Queen #1),Fantasy,,£14.26,£0.93,3,45,1.0
9ed7090d8fa690b0,Shatter Me (Shatter Me #1),Default,,£48.34,£5.94,1,25,1.0
c068c013d6921fea,Shameless,New Adult,,£65.94,£7.59,3,13,1.0
229cd6564bf0dce4,Shadow Rites (Jane Yellowrock #10),Fantasy,£21.72,£23.46,£1.74,4,25,1.0
132adf7335bb384a,,Sports and Games,£44.91,£48.5,£3.59,2,25,1.0
35e44170702139a4,,Classics,£37.46,£40.08,£2.62,1,47,1.0
4f64568dfefa3ce7,"Saga, Volume 1 (Saga (Collected Editions) #1)",Sequential Art,£28.48,£29.05,£0.57,1,34,1.0
9efb397067eb7e8a,"Rhythm, Chord & Malykhin",Romance,£28.34,£31.17,£2.83,2,5,1.0
,"fat Queens ,Vop. 1 :Sas s& Sorcsery R(wt Quffns (Collected Edirions) #1-5)",,£46.96,£51.19,£4.23,5,7,1.0
,Paradiese Lost (lParadise #1),,,£27.96,£3.0,1,31,1.0
bcbcbcf0f6ed196f,"Paper Girls, Vol. 1 (Paper Girls #1-5)",Sequential Art,£21.71,£22.58,£0.87,4,12,
326825e02a198cf6,,,£29.87,£31.66,£1.79,3,29,1.0
8932e5c12f12ffed,Origins (Alphas 0.5),Fantasy,,£30.73,£1.74,1,17,1.0
7ea31f38675b91c1,,Fantasy,£52.94,£54.53,£1.59,2,5,1.0
9ff997ab15713e53,,Default,,£35.92,£3.56,3,2,1.0
a1985630339f4b3d,Old Records Never Die: One Man's Quest for His Vinyl and His Past,Music,£55.66,£60.11,£4.45,2,17,1.0
b6f1cfadc4dd79d4,Off Sides (Off #1),New Adult,£39.45,£42.61,£3.16,5,41,1.0
39592d9d72e717c4,Of Mice and Men,Classics,£47.11,£53.23,£6.12,2,27,1.0
,Myriad (Prentdo #1),,£58.75,£65.21,£6.46,4,18,1.0
fd78f89878479f56,My Perfect Mistake (Over the Top #1),Romance,£38.92,£40.09,£1.17,2,17,
,"s. nMarvel, Vo. 1: Npo Normak (Ms. Marvel (20142-015)#1)",,£39.39,£41.36,£1.97,4,46,1.0
4f19709e47883df5,,Philosophy,£25.89,£27.44,£1.55,2,47,
1053fb7ee17a1f33,Matilda,Childrens,£28.34,£30.89,£2.55,1,41,1.0
d510567580c8be52,Lost Among the Living,,£27.70,£30.47,£2.77,4,2,1.0
,ordo f th eFlies,,£24.89,£25.89,£1.0,3,0,
6e712ea24e77bd96,Listen to Me (Fusion #1),Romance,,£63.12,£4.13,3,23,1.0
,Kitxhens of hte Greta Miewest,,£57.20,£58.92,£1.72,5,17,1.0
8d390a1fc3133d06,Jane Eyre,Default,£38.43,£39.58,£1.15,5,7,
,mIperectHarmony,,£34.74,£36.82,£2.08,4,24,1.0
3455b45888fb5053,Icing (Aces Hockey #2),Sports and Games,£40.44,£42.87,£2.43,4,3,1.0
,"Hawkeye, ol. 1: My oife as a Weapon (Hawkye# 1",,£45.24,£50.67,£5.43,3,48,1.0
6717a70913b3db79,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),,£34.96,£34.96,£0.0,4,18,1.0
eb0fe24bbc845ecc,"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,,£60.73,£3.97,4,49,
72e6fbf4f6382557,"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,£40.28,£45.92,£5.64,5,41,
a492f49a3e2b6a71,Frankenstein,Default,,£41.04,£3.04,2,42,
e564c3f1a93ccf2e,Forever Rockers (The Rocker #12),,£28.80,£29.66,£0.86,3,38,1.0
6390772a3094939d,Fighting Fate (Fighting #6),Romance,£39.24,£43.16,£3.92,3,21,
,Emam,,£32.93,£35.89,£2.96,2,30,1.0
,"Eagt, Prau,L ove",,£51.32,£52.35,£1.03,3,35,1.0
0072b94dfa30608e,Deep Under (Walker Security #1),Romance,,£47.56,£0.47,5,19,1.0
a812f6969ddf3e39,Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,£28.42,£29.84,£1.42,4,37,1.0
1774749f2cee292f,Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,£22.85,£25.59,£2.74,3,12,1.0
a96404cb928895f3,Charity's Cross (Charles Towne Belles #4),Romance,£41.24,£43.3,£2.06,1,21,1.0
,Brifgth Lines,,£39.07,£44.54,£5.47,5,6,1.0
a2b4b685dfa94733,Bridget Jones's Diary (Bridget Jones #1),Womens Fiction,£29.82,£32.8,£2.98,1,38,1.0
abc0b15f2c907ff0,Bounty (Colorado Mountain #7),Romance,£37.26,£39.12,£1.86,4,29,1.0
95cdfd514098c38b,Blood Defense (Samantha Brinkman #1),,£20.30,£21.32,£1.02,3,41,1.0
099fae4a0705d63b,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,£34.65,£36.04,£1.39,5,7,1.0
08672cd59171d5e4,,Philosophy,£43.38,£49.02,£5.64,1,23,1.0
cd2a2a70dd5d176d,Alice in Wonderland (Alice's Adventures in Wonderland #1),Classics,£55.53,£56.64,£1.11,1,26,
,"Ajin: eolkmiH-umab, Volume 1 (Ajin: Dei-Human# 1)",,£57.06,£58.77,£1.71,4,29,
19fec36a1dfb4c16,A Spy's Devotion (The Regency Spies of London #1),Historical Fiction,,£17.31,£0.34,5,19,1.0
,1st to ie (Wolmen'sMurdreC lub #1),,,£55.6,£1.62,1,28,1.0
228ba5e7577e1d49,"1,000 Places to See Before You Die",Travel,,£27.91,£1.83,5,15,1.0
